customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15783875,500.0,1,2,34.0,4.0,0.0,2,1,0,12833.96,0
15781619,785.0,1,2,38.0,1.0,0.0,1,1,0,134964.85,1
15656901,615.0,1,1,59.0,8.0,0.0,2,1,1,165576.55,0
15697249,546.0,3,2,25.0,3.0,132837.7,1,1,0,131647.31,0
15805151,565.0,3,1,31.0,2.0,89558.39,2,1,1,4441.54,0
15632345,754.0,1,2,35.0,4.0,0.0,2,1,0,44830.71,0
15768295,778.0,1,2,34.0,7.0,109564.1,1,0,1,113046.81,0
15570192,608.0,3,2,40.0,8.0,121729.42,1,0,0,61164.45,0
15744041,780.0,1,2,26.0,3.0,140356.7,1,1,0,117144.15,0
15698528,599.0,2,2,31.0,3.0,0.0,1,1,1,130086.47,1
15622993,709.0,3,1,28.0,8.0,124695.72,2,1,0,145251.35,0
15621063,516.0,1,2,42.0,8.0,56228.25,1,1,0,46857.52,0
15803121,847.0,1,1,51.0,5.0,97565.74,1,0,0,144184.06,1
15585768,582.0,3,1,41.0,6.0,70349.48,2,0,1,178074.04,0
15656249,720.0,1,2,34.0,3.0,118307.57,2,1,1,136120.29,0
15733973,850.0,1,2,42.0,8.0,0.0,1,1,0,19632.64,1
15800228,652.0,2,2,42.0,4.0,0.0,2,1,1,38152.01,0
15761141,604.0,2,2,71.0,10.0,0.0,2,1,1,129984.2,0
15667632,703.0,1,2,42.0,7.0,0.0,2,0,1,72500.68,0
15748432,746.0,1,2,32.0,4.0,0.0,2,1,1,72909.75,0
15597385,573.0,2,1,41.0,5.0,0.0,2,0,1,14479.29,0
15629603,607.0,1,1,31.0,8.0,0.0,2,1,1,43196.5,0
15700937,767.0,2,2,24.0,5.0,0.0,2,1,1,67445.85,0
15665129,545.0,3,1,33.0,1.0,132527.9,2,0,1,107429.71,0
15667889,611.0,1,2,37.0,6.0,0.0,2,1,0,110782.88,0
15770375,850.0,3,2,26.0,8.0,123126.29,1,1,0,74425.41,0
15813192,494.0,1,1,25.0,6.0,0.0,2,0,1,109988.09,0
15586970,695.0,3,1,52.0,8.0,103023.26,1,1,1,22485.64,0
15676519,615.0,2,1,61.0,9.0,0.0,2,1,0,150227.85,1
15705352,686.0,2,1,38.0,7.0,111484.88,1,1,1,76076.2,0
15747867,583.0,1,1,24.0,9.0,135125.28,1,0,0,89801.9,0
15774402,562.0,2,1,36.0,5.0,0.0,1,0,1,182843.24,0
15753895,590.0,2,1,37.0,1.0,0.0,2,0,0,133535.99,0
15612893,558.0,2,1,45.0,4.0,0.0,1,1,0,131807.14,0
15777504,617.0,1,2,30.0,8.0,0.0,1,1,1,92621.9,0
15723685,601.0,3,2,26.0,7.0,105514.69,2,1,0,50070.59,0
15813894,620.0,2,1,21.0,9.0,0.0,2,0,0,154882.79,0
15570002,625.0,3,2,55.0,8.0,118772.71,4,0,0,135853.62,1
15625586,717.0,1,1,35.0,4.0,0.0,1,1,1,167573.06,0
15653952,581.0,3,2,38.0,3.0,135157.05,1,1,1,32919.42,0
15594786,772.0,3,1,34.0,7.0,111565.91,1,1,1,121073.23,0
15798824,671.0,2,1,38.0,0.0,92674.94,2,1,0,3647.57,0
15713578,483.0,1,2,50.0,9.0,0.0,2,1,1,111020.24,0
15576304,698.0,1,1,29.0,5.0,95167.55,1,1,1,152723.23,0
15592716,559.0,1,1,52.0,2.0,0.0,1,1,0,129013.59,1
15636872,585.0,1,2,32.0,8.0,144705.87,2,0,0,171482.56,0
15621815,803.0,1,2,40.0,6.0,165526.71,1,1,0,12328.08,0
15751137,850.0,3,2,36.0,3.0,169025.83,1,1,0,174235.06,0
15601324,697.0,1,2,48.0,1.0,0.0,2,1,1,87400.53,0
15586504,694.0,1,1,40.0,9.0,0.0,2,1,0,40463.03,0
15750547,738.0,1,1,26.0,9.0,0.0,2,1,1,48644.94,0
15610105,666.0,3,2,21.0,1.0,121827.43,2,1,1,99818.31,0
15599211,707.0,1,1,40.0,1.0,0.0,2,1,0,14090.4,1
15723250,519.0,1,1,42.0,8.0,0.0,2,1,1,101485.72,0
15761453,667.0,1,1,42.0,6.0,0.0,1,1,0,88890.05,0
15799494,850.0,3,1,44.0,3.0,140393.65,2,0,1,186285.52,0
15565714,601.0,1,1,47.0,1.0,64430.06,2,0,1,96517.97,0
15693690,574.0,2,1,52.0,7.0,115532.52,1,1,0,196257.67,0
15599090,564.0,3,1,40.0,7.0,108407.34,1,1,1,83681.2,0
15689786,850.0,3,1,56.0,1.0,169743.83,1,0,0,155850.4,1
15624633,702.0,1,1,45.0,9.0,74989.58,1,1,1,171014.69,0
15611331,511.0,1,2,46.0,1.0,0.0,1,1,1,115779.48,1
15580487,627.0,3,1,38.0,8.0,106922.92,2,0,1,84270.09,0
15584090,621.0,2,2,40.0,7.0,0.0,2,0,1,131283.6,1
15684801,689.0,1,1,47.0,1.0,93871.95,3,1,0,156878.42,1
15780909,769.0,3,1,34.0,7.0,115101.5,1,0,0,57841.89,1
15729040,440.0,1,1,42.0,2.0,0.0,2,1,0,49826.68,0
15573171,695.0,2,1,63.0,1.0,146202.93,1,1,1,126688.83,1
15693764,663.0,2,1,52.0,0.0,136298.65,1,1,0,144593.3,1
15722813,470.0,2,1,30.0,4.0,125385.01,1,1,0,68293.93,0
15813283,605.0,1,2,34.0,2.0,0.0,1,0,0,35982.42,0
15749068,632.0,1,2,40.0,9.0,139625.34,1,1,0,93702.96,1
15624677,543.0,3,2,37.0,3.0,122304.65,2,0,0,33998.7,0
15658032,701.0,1,1,39.0,2.0,0.0,2,1,1,82526.92,0
15674765,553.0,2,1,44.0,4.0,0.0,1,1,0,10789.3,0
15749671,794.0,1,1,35.0,6.0,0.0,2,1,1,68730.91,0
15600997,747.0,3,2,32.0,5.0,67495.04,2,0,1,77370.37,0
15589147,580.0,2,1,61.0,8.0,125921.37,1,1,1,94677.83,0
15730161,833.0,1,2,39.0,3.0,0.0,2,1,0,1710.89,0
15659486,586.0,3,1,34.0,9.0,74309.81,1,1,0,15034.93,0
15800068,801.0,2,2,46.0,6.0,0.0,2,1,1,170008.74,0
15603203,650.0,1,2,27.0,6.0,0.0,2,1,0,1002.39,0
15603683,796.0,2,2,23.0,3.0,146584.19,2,0,0,125445.8,0
15733444,736.0,1,2,29.0,9.0,0.0,2,0,0,176152.7,0
15732674,443.0,2,1,36.0,6.0,70438.01,2,0,1,56937.43,0
15764537,703.0,1,1,43.0,8.0,0.0,2,1,0,9704.66,0
15805690,694.0,2,2,35.0,7.0,0.0,1,1,0,133570.43,1
15697691,512.0,1,2,41.0,6.0,0.0,1,1,1,100507.81,0
15658614,565.0,3,2,38.0,7.0,145400.69,2,1,1,83844.79,0
15614420,531.0,3,2,32.0,0.0,109570.21,2,1,1,172049.84,0
15711251,514.0,1,1,45.0,1.0,178827.79,1,1,0,60375.18,0
15580912,748.0,1,1,32.0,5.0,154737.88,2,1,1,172638.13,0
15791216,600.0,3,1,43.0,8.0,133379.41,1,1,0,177378.66,1
15778604,571.0,1,2,47.0,7.0,0.0,2,0,0,112366.98,0
15695499,510.0,1,2,45.0,10.0,103821.47,2,0,1,77878.62,0
15639662,710.0,1,1,38.0,2.0,0.0,2,1,0,96.27,0
15762123,717.0,2,2,34.0,1.0,0.0,2,1,0,119313.74,0
15725665,679.0,1,1,47.0,10.0,198546.1,2,1,0,191198.92,1
15773809,620.0,1,1,42.0,4.0,0.0,2,1,0,6232.31,0
15711249,544.0,2,1,22.0,4.0,0.0,2,1,0,70007.67,0
15685628,670.0,2,1,35.0,2.0,124268.64,2,0,1,84321.03,0
15633260,600.0,1,1,37.0,1.0,142663.46,1,0,1,88669.89,0
15810347,662.0,2,2,30.0,9.0,0.0,2,0,1,157884.83,0
15738291,671.0,1,2,48.0,8.0,115713.84,2,0,0,83210.84,0
15626882,662.0,2,1,37.0,5.0,94901.09,1,1,1,48233.75,0
15677764,461.0,3,2,74.0,1.0,186445.31,2,1,1,196767.83,0
15720702,789.0,1,1,37.0,3.0,0.0,1,1,0,121883.87,1
15750921,521.0,1,1,37.0,5.0,105843.26,2,1,1,84908.2,0
15612776,850.0,2,2,39.0,10.0,0.0,2,1,1,143030.09,0
15766906,742.0,1,2,25.0,4.0,132116.13,2,1,0,129933.5,0
15600708,640.0,2,2,34.0,3.0,77826.8,1,1,1,168544.85,0
15798310,480.0,1,1,35.0,2.0,165692.91,1,1,1,197984.58,0
15718057,760.0,1,2,51.0,2.0,100946.71,1,0,0,179614.8,1
15784042,624.0,1,1,55.0,7.0,118793.6,1,1,1,95022.02,1
15578251,644.0,1,1,37.0,2.0,186347.97,2,1,0,92809.73,0
15740442,603.0,1,1,51.0,8.0,186825.57,1,1,0,93739.71,1
15635116,659.0,2,1,60.0,2.0,0.0,1,1,0,177480.45,1
15612505,835.0,2,1,45.0,3.0,100212.13,1,1,0,152577.62,0
15622217,538.0,1,2,38.0,8.0,88758.95,2,0,0,28226.15,1
15573152,620.0,1,2,41.0,9.0,0.0,2,0,0,88852.47,0
15788686,538.0,2,1,40.0,8.0,0.0,2,1,1,25554.4,0
15642912,618.0,1,2,21.0,2.0,125682.79,1,0,0,57762.0,0
15762418,750.0,2,1,22.0,3.0,121681.82,1,1,0,128643.35,1
15682686,722.0,1,2,38.0,3.0,0.0,2,0,1,167984.72,0
15637717,704.0,3,1,41.0,4.0,109026.8,2,1,1,43117.1,0
15668248,528.0,3,2,62.0,7.0,133201.17,1,0,0,168507.68,1
15611759,850.0,2,2,57.0,8.0,126776.3,2,1,1,132298.49,0
15662884,739.0,3,1,58.0,1.0,110597.76,1,0,1,160122.66,1
15657386,712.0,3,1,43.0,1.0,141749.74,2,0,1,90905.26,0
15671014,573.0,2,2,72.0,8.0,98765.84,1,1,1,96015.53,0
15576162,615.0,1,1,32.0,7.0,92199.84,1,1,1,2755.53,0
15584749,668.0,3,1,39.0,4.0,79896.0,1,1,0,38466.39,0
15583576,671.0,1,1,30.0,2.0,0.0,1,0,1,102057.86,0
15610930,572.0,3,2,35.0,1.0,139979.07,1,1,0,185662.84,0
15605835,743.0,1,1,37.0,8.0,69143.91,2,0,1,105780.18,0
15572767,777.0,1,1,29.0,2.0,0.0,2,1,0,124489.88,0
15643679,784.0,3,1,28.0,2.0,70233.74,2,1,1,179252.73,0
15598162,754.0,3,2,39.0,3.0,160761.41,1,1,1,24156.03,0
15796790,573.0,1,2,47.0,8.0,154543.98,1,1,0,29586.73,0
15569595,678.0,1,2,50.0,6.0,0.0,1,1,0,8199.5,0
15631189,613.0,3,1,38.0,9.0,67111.65,1,1,0,78566.64,1
15599152,698.0,1,1,31.0,1.0,156111.24,1,0,0,134790.74,0
15638803,733.0,2,2,32.0,5.0,0.0,2,1,0,131625.14,0
15661198,727.0,3,1,34.0,2.0,146407.11,1,1,1,72073.72,0
15638607,546.0,1,2,52.0,2.0,0.0,1,1,0,137332.37,1
15683618,774.0,1,2,35.0,3.0,121418.62,1,1,1,24400.37,0
15780220,656.0,1,1,38.0,10.0,0.0,1,1,1,136521.82,0
15749328,697.0,1,2,45.0,1.0,0.0,2,1,0,46807.62,1
15608968,714.0,3,1,21.0,6.0,86402.52,2,0,0,27330.59,0
15812611,690.0,2,2,30.0,5.0,0.0,2,0,1,78700.03,0
15807525,447.0,1,1,43.0,2.0,0.0,2,1,0,33879.26,1
15691119,721.0,3,1,68.0,4.0,136525.99,1,0,0,175399.14,0
15677435,647.0,1,2,29.0,0.0,98263.46,2,1,0,164717.95,0
15623220,723.0,2,2,45.0,4.0,0.0,2,1,0,37214.39,0
15569249,576.0,1,2,55.0,6.0,44582.07,3,0,1,67539.85,1
15797227,754.0,1,1,28.0,8.0,0.0,2,1,1,52615.62,0
15635256,762.0,1,1,31.0,7.0,117687.35,1,1,1,159344.43,0
15661827,693.0,2,2,45.0,4.0,0.0,2,1,1,26589.56,0
15749489,533.0,3,2,22.0,10.0,115743.6,1,0,0,43852.05,0
15741988,492.0,3,2,52.0,8.0,125396.24,1,1,0,10014.72,1
15807524,569.0,1,2,44.0,4.0,0.0,2,0,0,134394.78,0
15689886,626.0,3,1,39.0,10.0,132287.92,3,1,1,51467.92,1
15620577,715.0,1,1,45.0,4.0,0.0,2,1,1,55043.93,0
15674950,544.0,3,1,39.0,4.0,142406.43,2,1,0,146637.45,0
15760177,564.0,2,1,37.0,9.0,100252.18,1,1,1,146033.52,0
15756918,754.0,1,2,38.0,2.0,0.0,2,0,0,3524.69,0
15671124,599.0,1,1,25.0,6.0,120383.41,1,1,1,24903.09,0
15756932,696.0,2,2,36.0,7.0,0.0,2,1,1,82298.59,0
15592578,614.0,2,2,41.0,7.0,146997.64,2,0,0,137791.18,0
15645956,452.0,2,1,44.0,3.0,88915.85,1,1,0,69697.74,0
15623927,576.0,1,1,55.0,9.0,0.0,2,1,1,94450.97,0
15652527,680.0,1,1,44.0,7.0,108724.98,1,0,1,72330.46,0
15767757,562.0,2,2,29.0,9.0,120307.58,1,1,1,6795.61,0
15610643,435.0,3,1,44.0,3.0,151739.65,1,1,0,167461.5,0
15697997,602.0,1,1,33.0,5.0,164704.38,1,0,1,180716.1,1
15618363,659.0,3,1,29.0,9.0,82916.48,1,1,1,84133.48,0
15639882,528.0,1,1,30.0,2.0,128262.72,2,1,0,50771.16,0
15805449,594.0,1,1,38.0,4.0,0.0,2,0,0,186884.04,0
15780925,625.0,1,1,37.0,1.0,177069.24,2,1,1,96088.54,0
15569867,529.0,1,2,29.0,8.0,0.0,2,1,0,19842.11,0
15790829,703.0,1,2,45.0,5.0,0.0,2,1,0,131906.44,0
15773972,614.0,1,1,50.0,4.0,137104.47,1,1,0,127166.49,1
15780514,707.0,1,1,33.0,8.0,136678.52,1,1,0,54290.62,0
15724181,647.0,2,1,47.0,5.0,105603.21,2,1,1,157360.9,0
15791535,592.0,1,1,28.0,5.0,137222.77,1,0,0,39608.58,0
15644501,579.0,1,2,26.0,10.0,162482.76,1,1,1,18458.2,0
15641655,700.0,1,2,26.0,2.0,0.0,2,0,0,50051.42,0
15700424,461.0,1,2,35.0,5.0,0.0,1,1,1,54209.02,0
15755223,692.0,3,1,53.0,7.0,150926.99,2,0,0,119817.19,0
15619699,558.0,1,1,31.0,7.0,0.0,1,1,0,198269.08,0
15667602,704.0,2,1,33.0,3.0,0.0,2,1,0,73018.74,0
15697460,596.0,3,1,34.0,4.0,99441.21,2,0,1,4802.27,0
15667633,612.0,1,2,38.0,1.0,0.0,2,1,1,9209.21,0
15663921,429.0,1,1,60.0,7.0,0.0,2,1,1,163691.48,0
15754999,570.0,1,2,33.0,8.0,0.0,1,1,1,124641.42,0
15773934,670.0,1,1,33.0,6.0,88294.6,1,1,0,66979.06,0
15579109,574.0,3,1,35.0,5.0,163856.76,1,1,1,15118.2,0
15789863,683.0,1,1,39.0,4.0,0.0,2,1,0,171716.81,0
15640627,611.0,2,1,34.0,4.0,0.0,2,1,0,170950.58,0
15639265,714.0,1,1,54.0,7.0,126113.28,1,1,0,112777.38,0
15690231,612.0,2,2,62.0,0.0,167026.61,2,1,1,192892.05,0
15676404,672.0,1,2,50.0,1.0,0.0,1,1,0,12106.82,1
15755077,778.0,3,2,37.0,0.0,105617.73,2,1,1,133699.82,1
15611338,714.0,2,1,29.0,4.0,0.0,2,1,1,37605.9,0
15700046,635.0,1,1,41.0,4.0,103544.88,2,1,0,193746.55,0
15751057,701.0,3,1,32.0,5.0,102500.34,1,0,0,106287.77,0
15699911,461.0,2,2,35.0,8.0,0.0,1,1,0,132295.95,0
15696287,682.0,3,2,38.0,1.0,116520.28,1,1,1,49833.5,1
15696637,571.0,1,2,23.0,10.0,151097.28,1,0,1,17163.75,0
15707479,664.0,1,1,40.0,7.0,125608.72,1,1,0,122073.48,0
15747168,626.0,3,2,47.0,2.0,103108.8,1,0,1,166475.44,1
15566790,598.0,1,1,28.0,8.0,129991.76,2,0,1,46041.08,0
15733904,529.0,1,1,32.0,9.0,147493.89,1,1,0,33656.35,0
15779052,604.0,3,2,25.0,5.0,157780.84,2,1,1,58426.81,0
15694188,700.0,2,2,46.0,5.0,56580.95,2,0,1,45424.13,0
15628992,850.0,3,1,32.0,2.0,128647.98,2,0,0,54416.18,0
15725068,701.0,2,2,21.0,9.0,0.0,2,1,1,26327.42,0
15731669,554.0,1,1,39.0,2.0,129709.62,1,1,0,173197.12,0
15621140,644.0,2,1,37.0,9.0,0.0,2,1,1,96442.86,0
15774936,543.0,3,1,41.0,6.0,143350.41,1,1,1,192070.16,1
15626012,459.0,1,1,26.0,4.0,149879.66,1,0,0,50016.17,0
15698285,676.0,1,2,41.0,4.0,101457.14,1,1,1,79101.67,0
15603096,410.0,1,1,33.0,6.0,125789.69,1,0,0,66333.56,1
15730433,580.0,3,2,38.0,1.0,128218.47,1,1,0,125953.83,1
15709368,614.0,1,2,43.0,6.0,0.0,2,1,1,109041.53,0
15738248,662.0,1,2,37.0,5.0,0.0,2,1,0,151871.84,0
15744279,680.0,2,2,58.0,8.0,0.0,2,1,1,65708.5,0
15739847,850.0,3,1,38.0,5.0,146756.68,1,1,0,78268.61,0
15690452,605.0,1,1,52.0,1.0,63349.75,1,1,0,108887.44,0
15788776,588.0,3,1,49.0,6.0,132623.76,3,1,0,36292.94,1
15746594,732.0,2,1,33.0,8.0,0.0,1,1,0,119882.7,0
15611430,690.0,1,1,54.0,5.0,0.0,1,1,0,12847.61,1
15688498,594.0,3,2,21.0,2.0,87096.82,2,1,0,168186.11,0
15658577,629.0,1,2,37.0,10.0,99546.25,3,0,1,25136.95,1
15682778,680.0,1,1,34.0,9.0,0.0,2,1,1,95686.6,0
15709917,601.0,1,2,46.0,3.0,98202.76,1,0,0,137763.93,0
15814033,759.0,2,1,38.0,1.0,0.0,2,1,0,20778.39,0
15621353,645.0,2,2,37.0,7.0,0.0,2,1,0,13589.93,0
15632272,792.0,1,2,42.0,2.0,0.0,2,1,0,92664.09,0
15646351,486.0,2,1,27.0,7.0,0.0,2,1,0,28823.04,0
15691785,850.0,1,1,61.0,1.0,0.0,1,1,0,53067.83,1
15595713,548.0,2,1,33.0,6.0,0.0,1,1,1,31728.35,0
15669011,659.0,1,2,44.0,9.0,23503.31,1,0,1,169862.01,1
15649359,587.0,1,1,36.0,1.0,0.0,2,0,1,17135.6,0
15659366,807.0,1,1,43.0,1.0,105799.32,2,1,0,34888.04,1
15697095,705.0,2,1,46.0,7.0,0.0,2,1,0,117273.35,0
15635143,749.0,1,1,42.0,2.0,56726.83,2,0,1,185543.35,0
15654733,794.0,3,1,57.0,3.0,117056.46,1,1,0,93336.93,1
15730590,738.0,3,2,40.0,1.0,115409.18,2,0,0,180456.8,0
15588560,569.0,3,2,32.0,8.0,145330.43,1,1,1,132038.65,0
15778463,657.0,1,2,37.0,6.0,95845.6,1,1,0,122218.23,0
15784597,648.0,1,1,26.0,9.0,162923.85,1,1,0,98368.24,0
15804950,514.0,1,2,41.0,7.0,0.0,2,1,1,3756.65,0
15649078,850.0,3,2,27.0,8.0,111837.78,2,1,1,110805.79,0
15815271,755.0,3,1,43.0,6.0,165048.5,3,1,0,16929.41,1
15686776,557.0,1,2,32.0,6.0,184686.41,2,1,0,14956.44,0
